ticker,exchange,name,price_date,interval,open,high,low,close,adjusted_close,volume,data_source
GLD,AMEX,SPDR Gold Shares,2025-08-14,1d,307.930000,308.340000,306.520000,307.250000,307.250000,5817700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-15,1d,307.340000,308.000000,306.870000,307.430000,307.430000,5990100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-18,1d,307.790000,307.890000,306.630000,306.950000,306.950000,6150100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-19,1d,306.760000,307.480000,305.190000,305.270000,305.270000,5029900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-20,1d,307.540000,308.470000,307.400000,308.360000,308.360000,6515400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-21,1d,307.860000,308.150000,307.030000,307.290000,307.290000,4809000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-22,1d,306.520000,311.020000,306.430000,310.580000,310.580000,8526500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-25,1d,309.670000,310.840000,309.670000,309.830000,309.830000,4044400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-26,1d,310.620000,312.210000,310.310000,312.080000,312.080000,11698500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-27,1d,311.390000,312.910000,310.770000,312.710000,312.710000,4320100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-28,1d,313.320000,315.080000,313.070000,315.030000,315.030000,9610200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-08-29,1d,314.720000,318.090000,314.640000,318.070000,318.070000,15642600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-02,1d,320.820000,325.920000,320.240000,325.590000,325.590000,21247500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-03,1d,327.760000,329.450000,326.730000,328.140000,328.140000,16062200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-04,1d,327.030000,327.560000,325.350000,326.690000,326.690000,11703100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-05,1d,329.530000,331.440000,328.930000,331.050000,331.050000,16065200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-08,1d,333.660000,335.670000,333.230000,334.820000,334.820000,18617300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-09,1d,337.030000,338.310000,333.850000,334.060000,334.060000,21641900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-10,1d,335.730000,336.500000,326.190000,335.260000,335.260000,11945700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-11,1d,333.370000,335.160000,332.970000,334.760000,334.760000,9082600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-12,1d,335.880000,336.390000,335.230000,335.420000,335.420000,9619700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-15,1d,336.310000,339.280000,336.230000,338.910000,338.910000,10569900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-16,1d,340.090000,340.880000,338.620000,339.590000,339.590000,12161500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-17,1d,338.530000,341.240000,335.520000,336.970000,336.970000,16535300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-18,1d,336.220000,336.320000,333.810000,335.620000,335.620000,14913300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-19,1d,336.510000,339.230000,336.310000,339.180000,339.180000,14982600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-22,1d,342.750000,345.070000,341.840000,345.050000,345.050000,12386400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-23,1d,348.230000,348.750000,345.320000,346.460000,346.460000,18384000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-24,1d,346.700000,346.830000,342.140000,343.320000,343.320000,12709100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-25,1d,344.390000,345.830000,342.470000,344.750000,344.750000,12639600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-26,1d,345.830000,348.250000,345.310000,346.740000,346.740000,11698200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-29,1d,351.790000,352.830000,351.280000,352.460000,352.460000,15719600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-09-30,1d,351.130000,355.570000,350.870000,355.470000,355.470000,13312400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-01,1d,356.170000,356.970000,354.790000,356.030000,356.030000,15573600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-02,1d,358.260000,358.670000,351.400000,354.790000,354.790000,16162100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-03,1d,357.120000,358.140000,355.800000,357.640000,357.640000,14464000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-06,1d,362.160000,365.300000,361.370000,364.380000,364.380000,17093700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-07,1d,366.510000,367.270000,364.550000,366.260000,366.260000,16836800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-08,1d,371.650000,373.570000,370.500000,372.300000,372.300000,28052300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-09,1d,373.140000,373.220000,362.830000,365.430000,365.430000,33674800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-10,1d,367.540000,370.310000,365.440000,369.120000,369.120000,24192800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-13,1d,376.500000,378.860000,375.580000,378.090000,378.090000,18514400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-14,1d,378.210000,382.380000,377.900000,380.790000,380.790000,18409600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-15,1d,385.930000,387.760000,384.590000,387.390000,387.390000,20598300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-16,1d,391.150000,396.870000,390.400000,396.450000,396.450000,33621400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-17,1d,397.140000,397.280000,385.220000,388.990000,388.990000,62025000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-20,1d,397.450000,403.300000,394.200000,403.150000,403.150000,34523000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-21,1d,386.540000,388.890000,375.650000,377.240000,377.240000,54101400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-22,1d,372.750000,378.470000,368.930000,377.280000,377.280000,30524100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-23,1d,381.460000,382.250000,378.650000,378.790000,378.790000,13695500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-24,1d,378.510000,380.770000,376.810000,377.520000,377.520000,13263800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-27,1d,371.130000,371.590000,365.340000,367.010000,367.010000,23657600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-28,1d,361.810000,365.300000,360.120000,364.380000,364.380000,19257600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-29,1d,369.650000,370.080000,361.360000,363.000000,363.000000,18891800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-30,1d,365.090000,370.360000,364.500000,370.130000,370.130000,14812800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-10-31,1d,370.470000,370.660000,365.500000,368.120000,368.120000,11077900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-03,1d,368.910000,370.840000,367.540000,368.780000,368.780000,7254300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-04,1d,363.480000,365.740000,361.390000,362.320000,362.320000,11540100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-05,1d,366.390000,367.100000,364.650000,366.510000,366.510000,8357300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-06,1d,367.160000,368.180000,364.700000,366.070000,366.070000,6891100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-07,1d,367.940000,370.420000,366.420000,368.310000,368.310000,11060400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-10,1d,375.930000,378.660000,374.780000,378.380000,378.380000,13456200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-11,1d,379.980000,380.400000,376.870000,379.870000,379.870000,10753200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-12,1d,380.070000,387.460000,379.440000,385.990000,385.990000,16203700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-13,1d,387.290000,388.180000,381.210000,382.870000,382.870000,15867900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-14,1d,372.870000,378.200000,370.890000,375.960000,375.960000,15198000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-17,1d,374.040000,375.460000,368.520000,371.650000,371.650000,13295200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-18,1d,374.830000,375.540000,371.620000,374.350000,374.350000,7818800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-19,1d,377.780000,380.170000,373.030000,374.960000,374.960000,10980400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-20,1d,375.290000,377.690000,371.850000,374.850000,374.850000,10506500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-21,1d,374.030000,377.230000,372.940000,374.270000,374.270000,13194600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-24,1d,374.880000,380.280000,374.190000,380.200000,380.200000,10085300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-25,1d,380.260000,382.520000,378.060000,380.080000,380.080000,10462800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-26,1d,381.060000,383.780000,380.460000,383.120000,383.120000,9184100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-11-28,1d,385.980000,388.000000,384.990000,387.880000,387.880000,7175400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-01,1d,390.610000,390.700000,388.060000,389.750000,389.750000,11177100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-02,1d,388.870000,388.980000,382.910000,387.240000,387.240000,8103900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-03,1d,388.460000,390.130000,385.830000,386.880000,386.880000,7886800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-04,1d,386.920000,388.000000,385.400000,387.130000,387.130000,6754400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-05,1d,389.120000,391.740000,386.180000,386.440000,386.440000,9449800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-08,1d,387.020000,387.240000,384.010000,385.420000,385.420000,6822100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-09,1d,385.620000,388.210000,385.270000,387.400000,387.400000,6358700,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-10,1d,385.950000,389.760000,384.500000,389.050000,389.050000,9120500,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-11,1d,389.020000,394.090000,388.500000,393.240000,393.240000,11240600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-12,1d,399.160000,400.390000,391.470000,395.440000,395.440000,16792100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-15,1d,397.760000,398.710000,394.070000,395.800000,395.800000,11345000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-16,1d,397.750000,398.710000,394.590000,395.890000,395.890000,9201600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-17,1d,398.080000,399.980000,397.250000,399.290000,399.290000,10456900,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-18,1d,398.280000,402.210000,396.050000,398.570000,398.570000,11837600,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-19,1d,397.920000,400.630000,397.170000,399.020000,399.020000,9894800,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-22,1d,406.980000,408.520000,405.720000,408.230000,408.230000,14202100,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-23,1d,410.300000,413.760000,407.100000,413.640000,413.640000,13193300,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-24,1d,412.250000,412.630000,408.830000,411.930000,411.930000,6718400,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-26,1d,416.480000,418.450000,414.750000,416.740000,416.740000,10476200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-29,1d,403.660000,403.760000,395.330000,398.600000,398.600000,20679200,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-30,1d,403.600000,403.800000,398.560000,398.890000,398.890000,10179000,FinMind
GLD,AMEX,SPDR Gold Shares,2025-12-31,1d,398.600000,400.130000,395.590000,396.310000,396.310000,10194700,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-02,1d,401.620000,401.820000,396.250000,398.280000,398.280000,10372600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-05,1d,406.390000,409.720000,406.150000,408.760000,408.760000,13410600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-06,1d,410.670000,413.480000,410.310000,413.180000,413.180000,11640900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-07,1d,408.630000,410.810000,406.650000,409.230000,409.230000,10589500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-08,1d,406.970000,411.640000,406.400000,411.490000,411.490000,8705900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-09,1d,413.220000,415.290000,411.800000,414.470000,414.470000,14011200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-12,1d,421.520000,425.740000,421.520000,422.230000,422.230000,20904100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-13,1d,424.590000,426.120000,420.070000,421.630000,421.630000,16681200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-14,1d,426.030000,426.860000,422.840000,425.940000,425.940000,18305500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-15,1d,423.020000,425.060000,422.790000,423.330000,423.330000,14253200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-16,1d,422.800000,424.800000,417.040000,421.290000,421.290000,20951600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-20,1d,436.690000,438.140000,434.100000,437.230000,437.230000,21308100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-21,1d,446.870000,448.000000,437.110000,443.600000,443.600000,38830200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-22,1d,443.840000,452.980000,443.560000,451.790000,451.790000,19251200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-23,1d,454.110000,458.750000,453.450000,458.000000,458.000000,21531900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-26,1d,466.780000,469.280000,460.360000,464.700000,464.700000,34156000,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-27,1d,465.070000,476.490000,463.950000,476.100000,476.100000,28386200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-28,1d,483.390000,495.880000,481.250000,494.560000,494.560000,44154600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-29,1d,509.510000,509.700000,468.510000,495.900000,495.900000,69970900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-01-30,1d,466.250000,470.060000,430.800000,444.950000,444.950000,86593500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-02,1d,434.010000,440.780000,422.550000,427.130000,427.130000,41626200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-03,1d,452.630000,459.000000,448.310000,454.290000,454.290000,28703500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-04,1d,462.470000,463.100000,445.710000,453.970000,453.970000,24427900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-05,1d,444.290000,450.900000,440.350000,441.880000,441.880000,17718100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-06,1d,450.730000,456.930000,450.030000,455.460000,455.460000,12663900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-09,1d,461.390000,467.560000,460.850000,467.030000,467.030000,12330900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-10,1d,465.960000,466.750000,459.520000,462.400000,462.400000,7861600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-11,1d,466.000000,468.610000,462.820000,467.630000,467.630000,11209600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-12,1d,464.900000,466.380000,448.060000,451.390000,451.390000,20488800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-13,1d,459.730000,463.840000,456.250000,462.620000,462.620000,12359300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-17,1d,450.260000,451.370000,445.530000,448.200000,448.200000,10976100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-18,1d,455.810000,460.510000,455.320000,458.280000,458.280000,10226300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-19,1d,457.340000,461.510000,456.030000,459.560000,459.560000,8411400,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-20,1d,463.250000,468.620000,458.340000,468.620000,468.620000,14316300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-23,1d,474.650000,481.460000,474.610000,481.280000,481.280000,17441600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-24,1d,470.090000,475.440000,469.550000,474.610000,474.610000,14147100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-25,1d,475.740000,479.530000,472.900000,473.420000,473.420000,12954300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-26,1d,474.950000,477.830000,442.040000,477.480000,477.480000,12375000,FinMind
GLD,AMEX,SPDR Gold Shares,2026-02-27,1d,480.750000,483.900000,479.110000,483.750000,483.750000,16795100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-02,1d,490.100000,492.150000,483.280000,490.000000,490.000000,19916600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-03,1d,472.830000,473.200000,458.930000,468.140000,468.140000,22591500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-04,1d,474.820000,476.420000,469.390000,471.800000,471.800000,9985900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-05,1d,470.450000,470.670000,463.910000,466.130000,466.130000,11674800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-06,1d,469.040000,475.460000,467.070000,473.510000,473.510000,10489800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-09,1d,468.090000,472.680000,464.790000,472.530000,472.530000,8829800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-10,1d,479.740000,481.310000,474.210000,477.860000,477.860000,9616800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-11,1d,476.130000,477.450000,473.130000,476.240000,476.240000,7522900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-12,1d,475.020000,475.020000,466.600000,466.880000,466.880000,11900600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-13,1d,469.310000,470.100000,460.220000,460.840000,460.840000,11741600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-16,1d,461.270000,462.800000,456.910000,460.430000,460.430000,8964100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-17,1d,460.510000,462.210000,456.870000,459.270000,459.270000,7610100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-18,1d,446.660000,450.060000,444.390000,444.740000,444.740000,18375600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-19,1d,420.360000,428.270000,416.800000,426.410000,426.410000,30206000,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-20,1d,428.090000,428.590000,411.230000,413.380000,413.380000,27204900,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-23,1d,405.120000,414.540000,399.640000,404.040000,404.040000,36796800,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-24,1d,400.240000,407.290000,399.200000,404.130000,404.130000,17478500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-25,1d,419.710000,420.660000,412.250000,416.290000,416.290000,15713200,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-26,1d,408.530000,411.370000,400.260000,400.640000,400.640000,15756300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-27,1d,406.200000,418.400000,405.410000,414.700000,414.700000,16580700,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-30,1d,419.540000,420.100000,412.660000,414.580000,414.580000,13172100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-03-31,1d,420.080000,430.570000,419.590000,430.290000,430.290000,14534300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-01,1d,435.000000,440.190000,433.760000,437.820000,437.820000,14133100,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-02,1d,422.290000,431.670000,421.170000,429.410000,429.410000,10838600,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-06,1d,428.870000,431.490000,426.710000,427.650000,427.650000,5417300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-07,1d,427.900000,433.430000,423.100000,431.810000,431.810000,7263500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-08,1d,439.980000,440.440000,431.310000,434.530000,434.530000,9689700,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-09,1d,436.470000,440.910000,435.870000,437.910000,437.910000,6748500,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-10,1d,438.590000,440.350000,436.000000,437.130000,437.130000,6193300,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-13,1d,434.780000,436.220000,431.630000,435.360000,435.360000,5549400,FinMind
GLD,AMEX,SPDR Gold Shares,2026-04-14,1d,439.320000,445.180000,439.020000,445.090000,445.090000,8731700,FinMind
